4.39173,4.25405,3.56889,3.94379,3.29734,3.29048,3.68162,3.67563,3.34869,3.58401,3.67567,5.05198,5.30755,6.10737,6.77647,6.63132,6.29926,5.67541,6.79522,5.91628,3.84508,3.34161,3.01936,2.02962,2.02478,1.66196,1.63376,1.54757,1.31146,1.26818,1.50845,1.6122,1.34114,1.79413,2.09606,1.925,2.18691,2.75793,2.75118,2.56545,3.18334,2.40467,2.30667,2.05057,2.05167,2.88356,2.84171,2.57313,2.36742,2.02959,1.3419,1.00559,1.21488,1.5791,1.08073,0.792295,1.20124,1.22273,1.13701,1.63042,0.890952,1.02369,0.987243,1.11718,0.736862,1.01444,1.16575,0.698766,0.641816,0.850733,0.75479,0.617483,0.385026,0.340089,0.190715,0.247421,0.217887,0.207734,0.181537,0.164289,0.265436,0.219834,0.389906,0.605363,0.689471,0.676599,0.637784,0.618453,0.175533,0.28322,0.201279,0.318153,0.522404,0.243339,0.186331,0.754575,0.539917,0.826206,0.000581919,0,
4.39173,4.01917,3.74618,3.39165,4.31529,4.91289,5.24735,4.33221,4.68735,5.05839,4.92959,4.25094,3.59917,3.1723,3.66652,3.41271,4.12216,3.86156,3.62314,3.32838,3.14569,3.8254,4.15685,4.62019,5.62689,4.29364,4.92692,4.9488,4.14805,5.37533,5.96995,6.08231,5.91495,4.32337,4.727,6.88209,7.68797,5.67802,4.74331,3.17261,2.55926,2.44593,2.27994,2.86993,3.39441,4.8769,4.42283,3.57272,3.76615,3.95858,2.50349,2.38222,3.04768,4.13105,3.78108,4.59827,5.30226,5.50318,5.87279,5.84073,5.57157,4.12837,4.28234,5.6208,6.54113,5.57215,4.12053,3.51397,3.21876,2.79831,2.19759,3.78706,1.90026,1.99276,1.78752,0.930363,1.19679,1.14185,0.904859,0.947561,1.6699,1.50245,1.32065,0.843986,0.895049,0.65891,0.249158,0.249801,0.270373,0.744769,0.472768,0.471637,0.127309,0.0696593,0.00866965,0.0125829,0.00918724,0.0002066,1.32201e-05,0,
4.39173,4.25579,4.26036,4.66405,3.86783,3.10569,2.76839,2.60008,2.44081,2.59661,2.63955,2.54631,2.5391,2.4691,2.46707,2.1243,2.11385,1.81503,1.99013,1.864,1.55847,1.80915,1.2135,1.41914,1.73515,1.64733,1.82989,1.27941,1.1823,0.774003,0.645596,0.654178,0.425364,0.463911,0.548521,0.43083,0.211583,0.144825,0.166028,0.0901147,0.127121,0.185544,0.179813,0.248463,0.145169,0.0788613,0.0773858,0.0804893,0.0618098,0.0430549,0.0215768,0.0182522,0.00780549,0.00730588,0.00525173,0.00583395,0.00167986,0.00185366,0.0015149,0.00183757,0.00176043,0.00179151,0.0032681,0.0018094,0.00127441,0.00226362,0.00365402,0.00216782,0.000846717,0.00051442,0.000277276,0.000155214,0.000121364,7.92019e-05,5.96062e-05,3.65122e-05,4.94588e-05,4.58545e-05,8.99618e-05,1.63648e-05,1.03901e-05,1.8625e-05,0.000146405,0.000162123,0.000727602,0.00101088,0.00387355,0.00283479,4.8169e-05,2.0473e-05,3.09336e-06,2.7536e-05,4.05316e-05,8.01025e-06,2.69634e-05,2.04882e-06,1.19705e-05,1.63862e-09,8.06805e-14,0,
4.39173,4.68041,3.74333,3.90652,3.75292,4.05142,4.14288,4.35935,3.88565,4.65509,4.1283,4.6341,3.42323,4.25663,4.20374,4.03342,3.87073,3.12791,2.18129,1.95331,1.99708,1.35996,1.39131,1.78421,1.89183,1.91311,2.15474,2.05773,2.11756,1.94162,1.98997,2.77792,2.32667,2.57448,2.89516,2.84546,3.3778,4.3747,3.63368,3.57069,3.02081,2.3933,3.14418,3.06063,1.28606,1.2076,0.967454,1.03044,0.692697,0.384928,0.533268,0.364402,0.386777,0.319111,0.445582,0.837696,0.741066,0.602128,0.830956,0.60438,0.505086,0.309406,0.439155,0.541913,0.551366,0.273431,0.269743,0.300729,0.428264,0.247241,0.215896,0.318809,0.384283,0.231917,0.120422,0.0652969,0.0874937,0.052799,0.0403067,0.00905328,0.0227647,0.00919808,0.00224334,0.000622939,0.00365403,0.00636196,0.00568071,0.00422444,0.000565396,0.000748772,0.000702725,0.00157612,0.00424759,8.16248e-05,3.48062e-05,4.32931e-08,5.84628e-11,1.84481e-14,3.48698e-37,0,
4.39173,4.64166,4.33433,5.3589,6.18961,5.74857,7.40883,6.93523,7.07059,6.30327,5.80427,5.94911,6.68469,7.26136,9.05986,7.56834,7.24165,6.3495,5.60946,6.05619,6.00267,6.57603,5.93776,5.98148,6.42661,6.40194,5.39913,4.54435,4.52326,3.74647,4.83395,5.60048,5.93665,5.65155,4.93523,5.40795,6.90378,6.56407,6.22124,6.93383,7.25079,8.66465,7.45517,6.70027,7.63573,6.85919,7.37232,6.9463,8.59813,8.39165,8.68593,7.88988,8.63594,9.45139,9.18107,7.21623,8.70269,9.43554,8.60535,7.10576,8.99395,9.80785,9.42909,11.0399,10.4701,11.8336,8.97544,9.43352,9.95105,7.21685,6.15298,6.3156,6.63678,7.28437,9.08849,7.96021,7.40194,7.00155,9.27017,10.4198,8.68994,8.07418,7.28703,6.42121,6.55627,7.23158,5.1378,4.70582,2.90279,2.83825,3.57077,3.86592,5.17985,7.45578,9.60432,7.85684,8.13737,8.37285,6.46588,5.97377,
4.39173,4.68135,4.48287,5.7914,5.38345,3.71483,3.25362,4.11109,2.52102,2.15697,2.87123,2.54211,1.87293,2.16606,2.75536,1.8654,1.81193,1.68076,1.34588,1.03516,0.894887,0.625325,0.642969,1.11006,1.17009,1.04348,1.11277,1.90781,2.24164,2.63551,2.84729,3.5071,2.98283,3.68598,2.41789,3.19312,4.15093,4.03893,3.78094,3.55417,2.76642,2.31223,3.01856,2.8883,2.40431,2.73947,1.77469,1.46821,1.45707,1.47197,1.11733,1.48136,1.51337,1.30036,1.02336,0.824227,0.833844,0.800055,0.789027,0.490063,0.421567,0.523488,0.732554,0.514561,0.586803,0.672011,0.448293,0.128024,0.226807,0.200441,0.123546,0.16536,0.176413,0.173311,0.0976159,0.0929653,0.138964,0.181461,0.16147,0.322199,0.341508,0.251265,0.117458,0.0835165,0.0947159,0.109857,0.156123,0.0688622,0.0562227,0.0228376,0.0401356,0.0539541,0.118282,0.0714339,0.00982272,0.00220253,2.65216e-05,2.89709e-09,6.5758e-22,0,
4.39173,3.32937,3.27314,2.82179,2.43275,2.93744,2.99398,3.4459,3.49331,4.30617,3.82954,4.2257,5.07797,4.91446,5.16791,5.59963,5.03008,4.93086,4.64297,4.90978,3.97691,5.00242,5.17944,5.68019,5.95633,5.92609,6.08026,6.82556,7.90252,7.30676,6.4653,6.24985,6.98758,7.06787,7.99905,7.03182,6.21978,5.65394,3.98344,4.71396,5.12005,6.60921,6.86282,6.29151,7.79474,8.95841,10.565,9.27692,7.92412,7.80991,8.21482,8.73145,10.394,8.42625,6.55053,8.60785,9.2695,7.15759,7.67592,8.13639,7.55475,8.18539,6.77792,6.52059,5.73778,4.1939,4.11363,4.80184,4.46517,4.74177,4.64957,3.57165,3.72223,2.95675,2.89943,2.52346,1.75305,1.43375,1.08456,0.791615,1.0209,1.35781,3.31087,2.32765,1.14109,1.13737,1.50614,2.3276,1.90986,1.44851,2.00709,2.11542,1.53692,1.07065,0.70193,0.737015,0.461491,0.233907,0.0394714,0,
4.39173,4.44413,4.44098,4.7832,5.44233,4.4523,5.60786,5.03128,3.31801,2.98129,3.43457,2.1445,1.77196,2.5651,2.33032,3.22111,3.59834,2.8457,3.29821,2.89195,2.46933,2.35607,3.1763,3.07188,3.17225,2.98765,4.15972,5.06378,5.0518,6.20201,5.69312,7.68969,6.92297,6.04068,6.9034,7.4088,6.77761,7.92006,7.4317,7.9589,7.50326,6.93207,8.58513,6.62589,5.42139,5.88452,5.3865,5.27406,5.6671,5.06612,6.57903,6.66629,6.65654,5.46543,6.18174,5.28107,5.66718,4.93336,5.04593,5.64705,4.78122,5.25036,4.76971,4.0745,3.31239,3.57156,4.46402,6.20809,5.79385,4.79971,4.55596,3.12146,2.7747,3.27814,5.27796,3.16221,2.79833,2.402,2.8817,3.44095,3.75341,3.81835,2.52658,1.7909,2.26534,2.73942,2.19957,0.799241,0.660811,0.441102,0.206809,0.388618,0.407708,0.444671,0.0976494,0.0315327,0.00265406,9.29521e-05,3.54926e-08,0,
4.39173,5.60465,6.07662,5.08642,4.95142,6.44861,7.93175,7.99039,9.84002,12.8961,11.8918,10.7643,12.3533,10.8463,10.4443,11.6134,10.9811,10.1254,9.99447,8.61319,9.23757,8.08736,9.65578,9.85231,9.56156,11.6531,12.03,14.5401,15.1771,16.6691,18.3518,16.4025,15.6941,17.4198,15.6808,13.6107,13.5346,13.7621,11.4566,13.2287,11.5182,13.2239,13.7552,12.9726,12.5342,13.4777,14.4071,14.427,14.2882,12.5438,10.8158,11.6288,12.7637,12.159,10.9879,12.3212,12.7371,14.623,13.8168,12.9443,13.2169,10.5465,11.9144,10.8867,10.1496,9.58915,9.82853,8.98242,8.00925,7.25242,5.88175,6.48512,6.69888,7.44984,9.0325,8.17759,7.10588,7.04473,6.41454,6.04288,6.38683,7.20503,6.404,4.65696,4.81258,4.3747,4.99208,6.78165,5.25646,2.87784,3.79009,2.57913,1.43684,1.72694,1.77106,1.08743,1.81122,1.19533,0.785128,0.404986,
4.39173,5.92455,6.61491,6.18569,5.79574,5.63749,6.17274,6.62529,6.11126,6.31816,7.43009,8.20372,9.49899,8.03733,8.03983,7.67455,6.03812,8.40234,8.82356,7.93825,9.27234,9.41066,9.16571,8.03021,7.6537,8.28234,10.1659,9.92917,9.17474,9.5706,8.46566,7.06593,8.44608,7.40355,7.33354,7.06767,5.9934,6.39774,4.9097,4.55702,4.24862,3.60848,3.71673,4.14114,3.92613,4.17499,5.22681,5.25495,6.54457,5.36794,6.88752,7.14391,5.67029,4.65087,5.42948,4.53618,3.88373,2.51268,2.51684,2.80982,3.41177,2.94939,2.59375,2.24676,2.34101,2.09748,1.79748,1.58085,2.0279,2.34996,1.7326,1.36663,1.09513,0.743685,0.575123,0.670888,0.679636,0.564824,0.955913,0.78083,0.502788,0.850734,0.551121,0.636182,0.694771,1.42341,0.888114,0.637995,1.69225,1.12729,1.57313,1.56803,0.922475,0.476805,0.265919,0.455419,0.713037,0.6351,0.200246,0,
